id_produto,nome_medicamento,categoria_regulatoria,numero_registro_produto,data_vencimento_registro,numero_processo,classe_terapeutica,cod_empresa,empresa_detentora_registro,principio_ativo
1753,CLORIDRATO DE DOXORRUBICINA,GENÉRICO,100430004,2026-01-03,253510191610037,ANTIBIOTICOS ANTINEOPLASICOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE DOXORRUBICINA
1754,CLORIDRATO DE DOXORRUBICINA,GENÉRICO,110130232,2026-01-03,25351461037200574,ANTIBIOTICOS ANTINEOPLASICOS,44363661000157,GLENMARK FARMACÊUTICA LTDA,CLORIDRATO DE DOXORRUBICINA
1755,CLORIDRATO DE DULOXETINA,GENÉRICO,105730603,2025-01-08,25351849207201863,ANTIDEPRESSIVOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE DULOXETINA
1756,CLORIDRATO DE DULOXETINA,GENÉRICO,109740298,2030-01-06,25351371543202010,ANTIDEPRESSIVOS,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,CLORIDRATO DE DULOXETINA
1757,CLORIDRATO DE EPIRRUBICINA,GENÉRICO,155370015,2029-01-07,25351840177200883,ANTIBIOTICOS ANTINEOPLASICOS,64171697000146,ACCORD FARMACÊUTICA LTDA,CLORIDRATO DE EPIRRUBICINA
1758,CLORIDRATO DE FEXOFENADINA,GENÉRICO,123520142,2028-01-08,25351011321200331,ANTI-HISTAMINICOS SISTEMICOS,73663650000190,RANBAXY FARMACÊUTICA LTDA,CLORIDRATO DE FEXOFENADINA
1760,CLORIDRATO DE FINGOLIMODE,GENÉRICO,102351172,2026-01-09,25351865507201625,AGENTE IMUNOSUPRESSOR,57507378000365,EMS S/A,CLORIDRATO DE FINGOLIMODE
1761,CLORIDRATO DE FLAVOXATO,SIMILAR,122140024,2003-01-01,250000007639561,ANTIESPASMODICOS,55980684000127,ZODIAC PRODUTOS FARMACÊUTICOS S/A,
1762,CLORIDRATO DE FLUOXETINA,GENÉRICO,100470290,2026-01-02,253510288180011,ANTIDEPRESSIVOS,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE FLUOXETINA
1763,CLORIDRATO DE FLUOXETINA,GENÉRICO,105830380,2029-01-11,25351134473200492,ANTIDEPRESSIVOS,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE FLUOXETINA
1766,CLORIDRATO DE FLUOXETINA,GENÉRICO,105830518,2026-01-09,25351190569200601,ANTIDEPRESSIVOS,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE FLUOXETINA
1767,CLORIDRATO DE FLUOXETINA,GENÉRICO,113430169,2029-01-07,25351227540200845,ANTIDEPRESSIVOS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE FLUOXETINA
1768,CLORIDRATO DE FLUOXETINA,GENÉRICO,167730280,2029-01-11,25351671428201020,ANTIDEPRESSIVOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE FLUOXETINA
1769,CLORIDRATO DE FLUOXETINA,GENÉRICO,151670043,2029-01-07,25351244352201013,ANTIDEPRESSIVOS,04301884000175,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,CLORIDRATO DE FLUOXETINA
1770,CLORIDRATO DE FLUOXETINA,GENÉRICO,105350180,2025-01-04,25351623125201121,ANTIDEPRESSIVOS,17115437000173,LABORATÓRIO GLOBO SA,CLORIDRATO DE FLUOXETINA
1773,CLORIDRATO DE FLUOXETINA,GENÉRICO,110390211,2026-01-02,25351724384201412,ANTIDEPRESSIVOS,43640754000119,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,CLORIDRATO DE FLUOXETINA
1776,CLORIDRATO DE FLUOXETINA (PORT 344/98 - LISTA C1),GENÉRICO,103700487,2026-01-10,25351372894200509,ANTIDEPRESSIVOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE FLUOXETINA
1780,CLORIDRATO DE GENCITABINA,GENÉRICO,156510061,2026-01-08,25351076598201135,ANTINEOPLASICO,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,CLORIDRATO DE GENCITABINA
1783,CLORIDRATO DE HIDROXIZINA,GENÉRICO,141070084,2028-01-11,25351524847201106,ANTI-HISTAMINICOS SISTEMICOS,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,CLORIDRATO DE HIDROXIZINA
1784,CLORIDRATO DE HIDROXIZINA,GENÉRICO,126750178,2028-01-12,25351047113201086,ANTI-HISTAMINICOS SISTEMICOS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,DICLORIDRATO DE HIDROXIZINA
1786,CLORIDRATO DE LERCANIDIPINO,GENÉRICO,102351137,2026-01-03,25351769073201499,ANTI-HIPERTENSIVOS,57507378000365,EMS S/A,CLORIDRATO DE LERCANIDIPINO
1787,CLORIDRATO DE LIDOCAINA,GENÉRICO,100410219,2027-01-05,25351936260202018,ANESTESICOS LOCAIS,49324221000104,FRESENIUS KABI BRASIL LTDA,CLORIDRATO DE LIDOCAINA
1788,CLORIDRATO DE LIDOCAÍNA,GENÉRICO,113430102,2028-01-06,25351002899200305,ANESTESICOS LOCAIS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE LIDOCAÍNA MONOIDRATADA 
1789,CLORIDRATO DE LIDOCAÍNA,GENÉRICO,113430112,2029-01-05,25351008437200474,ANESTESICOS LOCAIS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE LIDOCAÍNA MONOIDRATADA 
1792,CLORIDRATO DE MEFLOQUINA,SIMILAR,103700130,2006-01-09,250000282569609,ANTIMALARICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE MEFLOQUINA
1793,CLORIDRATO DE MEFLOQUINA,SIMILAR,112090095,2003-01-04,250000281139724,ANTIMALARICOS,17503475000101,FUNDAÇÃO EZEQUIEL DIAS - FUNED,CLORIDRATO DE MEFLOQUINA
1794,CLORIDRATO DE MEMANTINA,GENÉRICO,103700595,2028-01-08,25351010077201142,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE MEMANTINA
1796,CLORIDRATO DE MEMANTINA,GENÉRICO,100470579,2026-01-01,25351453396201275,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE MEMANTINA
1797,CLORIDRATO DE MEMANTINA,GENÉRICO,155840562,2028-01-10,25351438678201230,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE MEMANTINA
1798,CLORIDRATO DE MEMANTINA,GENÉRICO,109740318,2025-01-12,25351423845202153,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,CLORIDRATO DE MEMANTINA
1799,CLORIDRATO DE METFORMINA,GENÉRICO,102350659,2029-01-02,25351047870200344,ANTIDIABETICOS,57507378000365,EMS S/A,CLORIDRATO DE METFORMINA
1800,CLORIDRATO DE METFORMINA,GENÉRICO,151670015,2025-01-07,25351021052200583,ANTIDIABETICOS,04301884000175,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,CLORIDRATO DE METFORMINA
1801,CLORIDRATO DE METFORMINA,GENÉRICO,143810140,2029-01-10,25351589270200863,ANTIDIABETICOS,02814497000107,CIMED INDUSTRIA S.A,CLORIDRATO DE METFORMINA
1802,CLORIDRATO DE METFORMINA,GENÉRICO,100890379,2029-01-08,25351766880201045,ANTIDIABETICOS,33069212000184,MERCK S/A,CLORIDRATO DE METFORMINA
1803,CLORIDRATO DE METFORMINA,GENÉRICO,110390193,2029-01-11,25351371104201451,ANTIDIABETICOS,43640754000119,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,CLORIDRATO DE METFORMINA
1804,CLORIDRATO DE METFORMINA,GENÉRICO,125680247,2025-01-02,25351647178201245,ANTIDIABETICOS,73856593000166,PRATI DONADUZZI & CIA LTDA,CLORIDRATO DE METFORMINA
1805,CLORIDRATO DE METFORMINA,GENÉRICO,183260137,2028-01-10,25351697852201495,ANTIDIABETICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE METFORMINA
1806,CLORIDRATO DE METFORMINA,GENÉRICO,104810093,2025-01-05,25351699253201481,ANTIDIABETICOS,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA,CLORIDRATO DE METFORMINA
1807,CLORIDRATO DE METFORMINA,GENÉRICO,102351135,2026-01-03,25351175924201411,ANTIDIABETICOS,57507378000365,EMS S/A,CLORIDRATO DE METFORMINA
1809,CLORIDRATO DE METFORMINA,GENÉRICO,126750190,2026-01-06,25351203206201411,ANTIDIABETICOS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CLORIDRATO DE METFORMINA
1811,CLORIDRATO DE METOCLOPRAMIDA,GENÉRICO,103700281,2030-01-02,253510007390008,ANTIEMETICOS E ANTINAUSEANTES,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO
1812,CLORIDRATO DE METOCLOPRAMIDA,SIMILAR,136700018,2005-01-07,250000200249974,ANTIEMETICOS E ANTINAUSEANTES,01596633000177,INTEGRAÇÃO MÉDICO-HOSPITALAR FARMACÊUTICA S/A.,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO
1814,CLORIDRATO DE METOCLOPRAMIDA,GENÉRICO,113430128,2026-01-02,25351144331200514,ANTIEMETICOS E ANTINAUSEANTES,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO
1816,CLORIDRATO DE METOCLOPRAMIDA,GENÉRICO,135690414,2012-01-12,25351386601200643,ANTIEMETICOS E ANTINAUSEANTES,00923140000131,EMS SIGMA PHARMA LTDA,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO
1817,CLORIDRATO DE METOCLOPRAMIDA,GENÉRICO,143810162,2028-01-12,25351188400201051,ANTIEMETICOS E ANTINAUSEANTES,02814497000107,CIMED INDUSTRIA S.A,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO
1818,CLORIDRATO DE MINOCICLINA,GENÉRICO,123520091,2027-01-04,253510040360201,CLASSE DAS TETRACICLINAS,73663650000190,RANBAXY FARMACÊUTICA LTDA,CLORIDRATO DE MINOCICLINA
1819,CLORIDRATO DE MOXIFLOXACINO,GENÉRICO,102351054,2026-01-12,25351670690201051,ANTIBIOTICOS SISTEMICOS SIMPLES,57507378000365,EMS S/A,CLORIDRATO DE MOXIFLOXACINO
1820,CLORIDRATO DE MOXIFLOXACINO,GENÉRICO,105830744,2027-01-01,25351707957201045,ANTIBIOTICOS SISTEMICOS SIMPLES,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE MOXIFLOXACINO
1821,CLORIDRATO DE MOXIFLOXACINO,GENÉRICO,126750147,2027-01-01,25351335585201117,ANTIBIOTICOS SISTEMICOS SIMPLES,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,CLORIDRATO DE MOXIFLOXACINO
1822,CLORIDRATO DE MOXIFLOXACINO,GENÉRICO,100431183,2026-01-05,25351619700201281,ANTIBIOTICOS SISTEMICOS SIMPLES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE MOXIFLOXACINO
1824,CLORIDRATO DE NAFAZOLINA,GENÉRICO,162410016,2026-01-09,25351588908201047,DESCONGESTIONANTES NASAIS TOPICOS,04656253000179,MARIOL INDUSTRIAL LTDA,CLORIDRATO DE NAFAZOLINA
1828,CLORIDRATO DE NALBUFINA,GENÉRICO,113430188,2029-01-06,25351822839201011,ANALGESICOS NARCOTICOS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE NALBUFINA
1829,CLORIDRATO DE NALOXONA,GENÉRICO,113430177,2025-01-04,25351567640200910,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE NALOXONA
1830,CLORIDRATO DE NARATRIPTANA,GENÉRICO,102351010,2025-01-12,25351208981201020,ANALGESICOS CONTRA ENXAQUECA,57507378000365,EMS S/A,CLORIDRATO DE NARATRIPTANA
1832,CLORIDRATO DE NORTRIPTILINA,GENÉRICO,123520191,2026-01-09,25351188222200428,ANTIDEPRESSIVOS,73663650000190,RANBAXY FARMACÊUTICA LTDA,CLORIDRATO DE NORTRIPTILINA
1833,CLORIDRATO DE NORTRIPTILINA (PORTARIA 344/98 - LISTA C1),GENÉRICO,100430904,2029-01-04,25351043629200346,ANTIDEPRESSIVOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE NORTRIPTILINA
1834,CLORIDRATO DE ONDANSENTRONA,GENÉRICO,104971403,2027-01-02,25351676469201259,ANTIEMETICOS E ANTINAUSEANTES,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO
1835,CLORIDRATO DE ONDANSETRONA,GENÉRICO,103870058,2027-01-05,25351370795200665,ANTIEMETICOS E ANTINAUSEANTES,17174657000178,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,CLORIDRATO DE ONDANSETRONA
1836,CLORIDRATO DE OXIMETAZOLINA,GENÉRICO,103700469,2025-01-07,25351123243200589,DESCONGESTIONANTES NASAIS TOPICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE OXIMETAZOLINA
1839,CLORIDRATO DE PAROXETINA,GENÉRICO,123520102,2027-01-10,25351174566200298,ANTIDEPRESSIVOS,73663650000190,RANBAXY FARMACÊUTICA LTDA,CLORIDRATO DE PAROXETINA
1842,CLORIDRATO DE PAROXETINA,GENÉRICO,167730111,2029-01-06,25351511087200852,ANTIDEPRESSIVOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE PAROXETINA
1844,CLORIDRATO DE PAROXETINA,GENÉRICO,103700704,2027-01-05,25351211122201727,ANTIDEPRESSIVOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE PAROXETINA
1845,CLORIDRATO DE PAROXETINA,GENÉRICO,125680266,2028-01-06,25351316245201133,ANTIDEPRESSIVOS,73856593000166,PRATI DONADUZZI & CIA LTDA,CLORIDRATO DE PAROXETINA
1846,CLORIDRATO DE PAROXETINA (PORT 344/98 LISTA C1),GENÉRICO,105730635,2030-01-01,25351691148201828,ANTIDEPRESSIVOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE PAROXETINA HEMI-HIDRATADO
1847,CLORIDRATO DE PAROXETINA (PORTARIA 344/98 LISTA C1),GENÉRICO,100430898,2028-01-11,25351022491200341,ANTIDEPRESSIVOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE PAROXETINA
1848,CLORIDRATO DE PETIDINA (PORT. 344/98 - LISTA A1),GENÉRICO,104971339,2026-01-10,25351194464200612,ANALGESICOS NARCOTICOS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE PETIDINA
1849,CLORIDRATO DE PIOGLITAZONA,GENÉRICO,102351019,2026-01-02,25351713235200901,ANTIDIABETICOS,57507378000365,EMS S/A,CLORIDRATO DE PIOGLITAZONA
1850,CLORIDRATO DE PIRIDOXINA + CLORIDRATO DE TIAMINA + FOSFATO DISSÓDICO ,GENÉRICO,121420671,2024-01-11,25351490540201932,ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS,59476770000158,PROCTER & GAMBLE DO BRASIL LTDA,CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  FOSFATO DISSÓDICO DE DEXAMETASONA
1851,CLORIDRATO DE PROMETAZINA,GENÉRICO,103700691,2026-01-08,25351007281201221,ANTI-HISTAMINICOS SISTEMICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE PROMETAZINA +  PROMETAZINA
1852,CLORIDRATO DE PROPAFENONA,GENÉRICO,135170016,2025-01-02,25351078410201452,ANTIARRITMICOS,48344725000719,ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,CLORIDRATO DE PROPAFENONA
1856,CLORIDRATO DE PROPRANOLOL,GENÉRICO,103700379,2027-01-07,253510007630165,ANTI-HIPERTENSIVOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE PROPRANOLOL
1857,CLORIDRATO DE PROPRANOLOL,GENÉRICO,104971314,2028-01-10,25351003487200384,BETABLOQUEADORES SIMPLES,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE PROPRANOLOL
1860,CLORIDRATO DE PROPRANOLOL,GENÉRICO,141070065,2028-01-09,25351568762200734,BETABLOQUEADORES SIMPLES,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,CLORIDRATO DE PROPRANOLOL
1862,CLORIDRATO DE PROPRANOLOL,GENÉRICO,155840208,2028-01-04,25351538457201172,AGENTES BETABLOQUEADORES,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE PROPRANOLOL
1865,CLORIDRATO DE RANITIDINA,GENÉRICO,103870044,2026-01-10,253510253490196,ANTIULCEROSOS,17174657000178,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,CLORIDRATO DE RANITIDINA
1866,CLORIDRATO DE RANITIDINA,GENÉRICO,104971204,2027-01-01,253510384580164,ANTIULCEROSOS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CLORIDRATO DE RANITIDINA
1868,CLORIDRATO DE RANITIDINA,GENÉRICO,103700449,2028-01-08,25351168641200281,ANTIULCEROSOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE RANITIDINA
1869,CLORIDRATO DE RANITIDINA,GENÉRICO,113430140,2026-01-10,25351467452200531,ANTIULCEROSOS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE RANITIDINA
1870,CLORIDRATO DE RANITIDINA,GENÉRICO,102350815,2026-01-12,25351284306200653,ANTIULCEROSOS,57507378000365,EMS S/A,CLORIDRATO DE RANITIDINA
1872,CLORIDRATO DE RANITIDINA,GENÉRICO,183260076,2026-01-08,25351688834201411,ANTIULCEROSOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE RANITIDINA
1873,CLORIDRATO DE RANITIDINA,GENÉRICO,143810179,2025-01-11,25351701434201088,ANTIULCEROSOS,02814497000107,CIMED INDUSTRIA S.A,CLORIDRATO DE RANITIDINA
1874,CLORIDRATO DE RANITIDINA,GENÉRICO,104810119,2026-01-05,25351959489201644,ANTIULCEROSOS,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA,CLORIDRATO DE RANITIDINA
1878,CLORIDRATO DE ROPIVACAÍNA,GENÉRICO,100430957,2026-01-10,2.53512E+16,ANESTESICOS LOCAIS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE ROPIVACAÍNA
1879,CLORIDRATO DE SERTRALINA,GENÉRICO,100430744,2026-01-04,253510001920196,ANTIDEPRESSIVOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE SERTRALINA
1881,CLORIDRATO DE SERTRALINA,GENÉRICO,155840412,2028-01-07,25351386639201102,ANTIDEPRESSIVOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE SERTRALINA
1884,CLORIDRATO DE SERTRALINA,GENÉRICO,105730596,2026-01-03,25351693874201885,ANTIDEPRESSIVOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE SERTRALINA
1885,CLORIDRATO DE SERTRALINA (PORT 344/98 LISTA C1),GENÉRICO,100470444,2029-01-02,25351117135200658,ANTIDEPRESSIVOS,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE SERTRALINA
1886,CLORIDRATO DE SEVELAMER,GENÉRICO,102980411,2029-01-08,25351348449201208,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE SEVELÂMER
1887,CLORIDRATO DE SEVELAMER,GENÉRICO,110630138,2029-01-08,25351126067201367,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,33781055000135,FUNDAÇÃO OSWALDO CRUZ,CLORIDRATO DE SEVELÂMER
1888,CLORIDRATO DE SIBUTRAMINA,GENÉRICO,102350884,2029-01-05,25351248265200712,ANOREXICOS SIMPLES,57507378000365,EMS S/A,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO
1889,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,GENÉRICO,105730547,2027-01-07,25351687998201821,ANOREXICOS SIMPLES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO
1891,CLORIDRATO DE SOTALOL,GENÉRICO,155840496,2026-01-03,25351472876201267,BETABLOQUEADORES SIMPLES,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE SOTALOL
1892,CLORIDRATO DE SOTALOL,GENÉRICO,105730601,2028-01-11,25351756011201826,BETABLOQUEADORES SIMPLES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE SOTALOL
1893,CLORIDRATO DE TANSULOSINA,GENÉRICO,154230182,2027-01-01,25351687945201012,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE TANSULOSINA
1894,CLORIDRATO DE TANSULOSINA,GENÉRICO,167730575,2028-01-02,25351633203201431,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE TANSULOSINA
1895,CLORIDRATO DE TANSULOSINA,GENÉRICO,109740342,2028-01-05,25351206315202142,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,CLORIDRATO DE TANSULOSINA
1896,CLORIDRATO DE TERBINAFINA,GENÉRICO,102350480,2025-01-12,253510228890046,ANTIMICOTICO,57507378000365,EMS S/A,CLORIDRATO DE TERBINAFINA
1897,CLORIDRATO DE TERBINAFINA,GENÉRICO,102350561,2027-01-10,253510289360128,ANTIMICOTICO,57507378000365,EMS S/A,CLORIDRATO DE TERBINAFINA
1899,CLORIDRATO DE TERBINAFINA,GENÉRICO,100430790,2008-01-11,253510348060105,ANTIMICOTICOS SISTEMICOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,
1903,CLORIDRATO DE TERBINAFINA,GENÉRICO,183260262,2026-01-06,25351693672201417,ANTIMICOTICOS PARA USO TOPICO,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLORIDRATO DE TERBINAFINA
1905,CLORIDRATO DE TETRACICLINA,GENÉRICO,125680171,2027-01-08,25351486697200649,ANTIBIOTICOS SISTEMICOS SIMPLES,73856593000166,PRATI DONADUZZI & CIA LTDA,CLORIDRATO DE TETRACICLINA
1906,CLORIDRATO DE TETRACICLINA,GENÉRICO,109170071,2028-01-06,25351308337200798,ANTIBIOTICOS SISTEMICOS SIMPLES,17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,CLORIDRATO DE TETRACICLINA
1908,CLORIDRATO DE TETRACICLINA + ANFOTERICINA B,GENÉRICO,102980277,2026-01-06,253510045470161,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,ANFOTERICINA B +  CLORIDRATO DE TETRACICLINA
1909,CLORIDRATO DE TETRAHIDROZOLINA,NOVO,119610009,2006-01-09,250000205319962,ANTINFLAMATORIOS,27011022000103,BL INDÚSTRIA OTICA LTDA,
1910,CLORIDRATO DE TIAMINA,ESPECÍFICO,113430170,2029-01-08,25351129609200966,MONOVITAMINAS EXCETO VITAMINA K,19570720000110,HIPOLABOR FARMACEUTICA LTDA,CLORIDRATO DE TIAMINA
1914,CLORIDRATO DE TIZANIDINA,GENÉRICO,103700746,2030-01-05,25351353830201904,RELAXANTES MUSCULARES CENTRAIS SIMPLES,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE TIZANIDINA
1915,CLORIDRATO DE TOPOTECANA,GENÉRICO,155370029,2028-01-04,25351448858201147,ANTINEOPLASICO,64171697000146,ACCORD FARMACÊUTICA LTDA,CLORIDRATO DE TOPOTECANA
1916,CLORIDRATO DE TRAMADOL,GENÉRICO,100470328,2026-01-10,253510213240113,ANALGESICOS NARCOTICOS,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE TRAMADOL
1917,CLORIDRATO DE TRAMADOL,GENÉRICO,105830279,2029-01-06,25351018696200322,ANALGESICOS NARCOTICOS,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE TRAMADOL
1918,CLORIDRATO DE TRAMADOL,GENÉRICO,102350731,2025-01-01,25351167586200474,ANALGESICOS NARCOTICOS,57507378000365,EMS S/A,CLORIDRATO DE TRAMADOL
1919,CLORIDRATO DE TRAMADOL,GENÉRICO,103110141,2027-01-12,25351765318201153,ANALGESICOS NARCOTICOS,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,CLORIDRATO DE TRAMADOL
1921,CLORIDRATO DE TRAMADOL (PORT 344/98 - LISTA A2),GENÉRICO,103700502,2026-01-12,25351224002200637,ANALGESICOS NARCOTICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE TRAMADOL
1922,CLORIDRATO DE TRAMADOL (PORT 344/98 LISTA A2),GENÉRICO,105830388,2025-01-01,25351176908200476,ANALGESICOS NARCOTICOS,45992062000165,GERMED FARMACEUTICA LTDA,CLORIDRATO DE TRAMADOL
1923,CLORIDRATO DE TRAMADOL (PORT 344/98 LISTA A2),GENÉRICO,167730257,2025-01-01,25351673648201087,ANALGESICOS NARCOTICOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE TRAMADOL
1924,"CLORIDRATO DE TRAMADOL (PORT. 344/98, L-A2)",GENÉRICO,103700503,2027-01-10,25351223619200635,ANALGESICOS NARCOTICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE TRAMADOL
