id_loja,cod,varejista,nlj,tipo,cep,lat_long
12244,4241822314895934398,RETAILER 4,STORE 27725,STORE TYPE 14,44903,"40.78,-82.53"
12245,4242088291545252865,RETAILER 6,STORE 03131,STORE TYPE 16,07860,"41.06,-74.82"
12246,4242124338398799118,RETAILER 6,STORE 27683,STORE TYPE 16,92111,"32.81,-117.17"
12247,4242249514615574303,RETAILER 6,STORE 01916,STORE TYPE 23,20110,"38.75,-77.48"
12248,4242253421633873734,RETAILER 1,STORE 06110,STORE TYPE 24,41171,"38.09,-83.11"
12249,4242285910129431882,RETAILER 1,STORE 03262,STORE TYPE 24,28110,"35.07,-80.51"
12250,4242542782925612818,RETAILER 1,STORE 21945,STORE TYPE 24,81007,"38.36,-104.77"
12251,4242967001911522073,RETAILER 1,STORE 27655,STORE TYPE 24,76063,"32.57,-97.14"
12252,4243400955659860217,RETAILER 1,STORE 04113,STORE TYPE 24,48749,"44.05,-83.90"
12253,4244810992949046851,RETAILER 1,STORE 30544,STORE TYPE 18,79601,"32.58,-99.67"
12254,4244932810623313242,RETAILER 6,STORE 13328,STORE TYPE 03,33062,"26.24,-80.09"
12255,4245685772211989154,RETAILER 7,STORE 32168,STORE TYPE 20,45356,"40.16,-84.23"
12256,4245869549273736588,RETAILER 1,STORE 00202,STORE TYPE 18,49015,"42.28,-85.23"
12257,4245898734511124712,RETAILER 1,STORE 08426,STORE TYPE 24,63620,"37.38,-90.65"
12258,4246124482622106510,RETAILER 1,STORE 05779,STORE TYPE 24,32811,"28.52,-81.45"
12259,4246271287392705546,RETAILER 1,STORE 26441,STORE TYPE 24,54950,"44.66,-88.92"
12260,4246365834789388435,RETAILER 7,STORE 22276,STORE TYPE 20,98501,"46.97,-122.88"
12261,4246366456196995143,RETAILER 1,STORE 28918,STORE TYPE 24,31558,"30.74,-81.65"
12262,4246605128859207921,RETAILER 6,STORE 18051,STORE TYPE 23,85209,"33.38,-111.64"
12263,4246693386547534117,RETAILER 4,STORE 32329,STORE TYPE 14,92860,"33.93,-117.55"
12264,4246862901600966021,RETAILER 1,STORE 30889,STORE TYPE 24,28570,"34.78,-76.86"
12265,4247084436268024734,RETAILER 7,STORE 26630,STORE TYPE 20,84088,"40.60,-111.96"
12266,4247129689769621645,RETAILER 1,STORE 17918,STORE TYPE 24,32112,"29.43,-81.57"
12267,4247622791723983162,RETAILER 6,STORE 01049,STORE TYPE 23,84660,"40.11,-111.85"
12268,4247734409634346363,RETAILER 1,STORE 26931,STORE TYPE 24,78617,"30.15,-97.59"
12269,4247870515192255706,RETAILER 7,STORE 02507,STORE TYPE 20,12205,"42.72,-73.83"
12270,4247931090738401967,RETAILER 1,STORE 05858,STORE TYPE 24,38261,"36.43,-89.11"
12271,4248016332159518402,RETAILER 1,STORE 16671,STORE TYPE 24,42501,"37.06,-84.45"
12272,4248321581601120434,RETAILER 6,STORE 22836,STORE TYPE 23,79065,"35.54,-100.91"
12273,4248853315200145539,RETAILER 1,STORE 13621,STORE TYPE 18,08805,"40.58,-74.53"
12274,4250595333221589912,RETAILER 1,STORE 15259,STORE TYPE 18,11356,"40.78,-73.84"
12275,4250767354568189130,RETAILER 1,STORE 14199,STORE TYPE 24,40419,"37.45,-84.49"
12276,4251003221272375171,RETAILER 1,STORE 13851,STORE TYPE 24,52052,"42.74,-91.12"
12277,4251639338854479190,RETAILER 4,STORE 26469,STORE TYPE 14,43219,"40.01,-82.92"
12278,4252516988046931961,RETAILER 4,STORE 20278,STORE TYPE 14,43081,"40.11,-82.89"
12279,4252564461760578086,RETAILER 7,STORE 25641,STORE TYPE 20,84121,"40.62,-111.69"
12280,4252869181842035798,RETAILER 6,STORE 09807,STORE TYPE 23,28303,"35.09,-78.96"
12281,4252941272218902758,RETAILER 1,STORE 23456,STORE TYPE 24,28610,"35.73,-81.14"
12282,4254123964015932088,RETAILER 6,STORE 12645,STORE TYPE 23,95037,"37.17,-121.60"
12283,4254282130260449114,RETAILER 1,STORE 33333,STORE TYPE 24,75670,"32.57,-94.42"
12284,4254682916884496753,RETAILER 1,STORE 06274,STORE TYPE 24,33852,"27.24,-81.37"
12285,4255858152021382612,RETAILER 6,STORE 08672,STORE TYPE 03,29445,"33.00,-79.97"
12286,4256384687354575231,RETAILER 1,STORE 32715,STORE TYPE 24,37388,"35.34,-86.22"
12287,4256667810498799959,RETAILER 1,STORE 01540,STORE TYPE 24,71071,"32.92,-93.46"
12288,4256705408211974210,RETAILER 1,STORE 13206,STORE TYPE 24,49756,"44.82,-84.28"
12289,4257536003220195137,RETAILER 6,STORE 25580,STORE TYPE 23,79110,"35.15,-101.88"
12290,4258747074825423945,RETAILER 1,STORE 27320,STORE TYPE 15,73533,"34.50,-97.87"
12291,4259318112436348028,RETAILER 1,STORE 09414,STORE TYPE 15,44890,"41.09,-82.71"
12292,4259721597486562538,RETAILER 7,STORE 05558,STORE TYPE 20,99701,"67.09,-149.34"
12293,4260559000301881325,RETAILER 1,STORE 29636,STORE TYPE 24,65632,"37.50,-92.81"
12294,4261808460784032938,RETAILER 6,STORE 29612,STORE TYPE 23,61101,"42.35,-89.15"
12295,4262245944897056230,RETAILER 1,STORE 22511,STORE TYPE 24,43078,"40.12,-83.78"
12296,4262986137546866163,RETAILER 6,STORE 07185,STORE TYPE 03,74146,"36.10,-95.86"
12297,4263302457236483164,RETAILER 1,STORE 19500,STORE TYPE 24,25823,"37.66,-81.21"
12298,4264416080399167597,RETAILER 1,STORE 15939,STORE TYPE 24,29335,"34.65,-81.90"
12299,4264493312305668584,RETAILER 1,STORE 03258,STORE TYPE 24,42376,"37.62,-87.09"
12300,4264847875424780190,RETAILER 1,STORE 08976,STORE TYPE 24,15333,"40.03,-80.01"
12301,4265040796658601047,RETAILER 1,STORE 16695,STORE TYPE 24,38671,"34.97,-90.00"
12302,4266023732302223269,RETAILER 6,STORE 24934,STORE TYPE 23,30228,"33.40,-84.31"
12303,4266222948627228986,RETAILER 6,STORE 03194,STORE TYPE 23,93907,"36.77,-121.67"
12304,4266734471976380710,RETAILER 4,STORE 13435,STORE TYPE 14,15236,"40.35,-79.98"
12305,4266787946458225706,RETAILER 1,STORE 30369,STORE TYPE 18,56763,"48.82,-95.36"
12306,4267026990106666100,RETAILER 6,STORE 30365,STORE TYPE 23,63304,"38.70,-90.67"
12307,4267384602836245769,RETAILER 1,STORE 27544,STORE TYPE 24,12992,"44.82,-73.52"
12308,4268145209478268749,RETAILER 6,STORE 09592,STORE TYPE 23,46804,"41.05,-85.24"
12309,4268838763979554780,RETAILER 1,STORE 14518,STORE TYPE 24,15764,"40.99,-79.03"
12310,4269285252697207765,RETAILER 1,STORE 24944,STORE TYPE 24,14847,"42.61,-76.73"
12311,4269328193420026221,RETAILER 1,STORE 02102,STORE TYPE 24,28607,"36.22,-81.65"
12312,4269739359986155221,RETAILER 6,STORE 09298,STORE TYPE 23,84404,"41.27,-112.12"
12313,4270322525405121703,RETAILER 1,STORE 16277,STORE TYPE 24,42701,"37.70,-85.84"
12314,4270481611635516594,RETAILER 1,STORE 00632,STORE TYPE 24,78541,"26.45,-98.28"
12315,4270538649542711233,RETAILER 1,STORE 31956,STORE TYPE 24,15301,"40.15,-80.25"
12316,4270969098983538247,RETAILER 1,STORE 28751,STORE TYPE 24,49048,"42.27,-85.49"
12317,4271551173949498985,RETAILER 1,STORE 12846,STORE TYPE 24,81154,"37.58,-106.60"
12318,4271980481103300488,RETAILER 1,STORE 30172,STORE TYPE 18,44129,"41.39,-81.74"
12319,4272287182576760966,RETAILER 1,STORE 14676,STORE TYPE 24,63730,"37.10,-89.92"
12320,4272360841117687468,RETAILER 6,STORE 07207,STORE TYPE 23,91502,"34.18,-118.31"
12321,4272703392490970080,RETAILER 6,STORE 13258,STORE TYPE 23,16335,"41.63,-80.16"
12322,4272983257508723304,RETAILER 1,STORE 14686,STORE TYPE 24,28328,"35.00,-78.34"
12323,4273376194527952762,RETAILER 1,STORE 14351,STORE TYPE 24,47619,"38.18,-87.31"
12324,4273426093271831843,RETAILER 1,STORE 32301,STORE TYPE 24,38301,"35.59,-88.85"
12325,4273482101959405850,RETAILER 1,STORE 06159,STORE TYPE 24,27526,"35.54,-78.83"
12326,4273627912731956075,RETAILER 1,STORE 31222,STORE TYPE 24,31312,"32.31,-81.40"
12327,4273718793730692333,RETAILER 1,STORE 12011,STORE TYPE 24,48604,"43.50,-83.97"
12328,4274043260359446243,RETAILER 1,STORE 03824,STORE TYPE 24,40939,"36.81,-83.70"
12329,4274318869938136179,RETAILER 1,STORE 16574,STORE TYPE 24,17841,"40.72,-77.35"
12330,4274409985343290447,RETAILER 6,STORE 22724,STORE TYPE 23,87110,"35.11,-106.58"
12331,4274506700686168263,RETAILER 6,STORE 28423,STORE TYPE 23,35242,"33.43,-86.67"
12332,4274851764915778349,RETAILER 1,STORE 29184,STORE TYPE 24,61846,"39.98,-87.61"
12333,4274865283923730996,RETAILER 7,STORE 00160,STORE TYPE 20,70518,"30.13,-91.93"
12334,4274877919719868146,RETAILER 7,STORE 03956,STORE TYPE 20,21228,"39.27,-76.75"
12335,4275295582528084790,RETAILER 6,STORE 19588,STORE TYPE 23,80537,"40.36,-105.18"
12336,4275621038458485755,RETAILER 1,STORE 15805,STORE TYPE 18,63070,"38.29,-90.43"
12337,4275671646934558475,RETAILER 1,STORE 07225,STORE TYPE 24,27556,"36.41,-78.31"
12338,4276274353640485245,RETAILER 4,STORE 25963,STORE TYPE 14,90024,"34.07,-118.44"
12339,4276326425200242539,RETAILER 7,STORE 13452,STORE TYPE 20,56537,"46.28,-96.09"
12340,4276891594978737581,RETAILER 1,STORE 13103,STORE TYPE 24,93268,"35.16,-119.43"
12341,4278570672009587580,RETAILER 1,STORE 06984,STORE TYPE 24,16345,"41.94,-79.08"
12342,4278815521242983421,RETAILER 6,STORE 08213,STORE TYPE 23,30028,"34.29,-84.18"
12343,4279733080231291215,RETAILER 1,STORE 30709,STORE TYPE 24,30747,"34.50,-85.30"
12344,4280313353720406468,RETAILER 6,STORE 12296,STORE TYPE 23,95307,"37.55,-120.95"
12345,4280930217759558073,RETAILER 6,STORE 18743,STORE TYPE 03,70301,"29.81,-90.75"
12346,4281118535067320627,RETAILER 6,STORE 10483,STORE TYPE 23,97420,"43.35,-124.14"
12347,4281200624113083441,RETAILER 7,STORE 15052,STORE TYPE 20,99654,"61.45,-149.90"
12348,4281617535350661144,RETAILER 1,STORE 20387,STORE TYPE 24,71225,"32.51,-92.34"
12349,4281702750774390197,RETAILER 1,STORE 31536,STORE TYPE 24,32038,"29.93,-82.69"
12350,4282473294772519511,RETAILER 4,STORE 05310,STORE TYPE 14,91801,"34.09,-118.13"
12351,4282524955518325314,RETAILER 4,STORE 17614,STORE TYPE 14,80922,"38.89,-104.70"
12352,4282553915491808879,RETAILER 1,STORE 10411,STORE TYPE 24,45330,"39.65,-84.53"
12353,4282579364690334542,RETAILER 1,STORE 12966,STORE TYPE 24,33935,"26.76,-81.43"
12354,4282594706682767436,RETAILER 4,STORE 14398,STORE TYPE 14,08080,"39.76,-75.12"
12355,4282719635213076207,RETAILER 6,STORE 12207,STORE TYPE 23,72117,"34.77,-92.14"
12356,4282825082624235217,RETAILER 4,STORE 13629,STORE TYPE 14,30092,"33.97,-84.23"
12357,4283495569324127837,RETAILER 6,STORE 10702,STORE TYPE 23,19090,"40.16,-75.12"
12358,4283541858182367754,RETAILER 1,STORE 26191,STORE TYPE 18,47394,"40.17,-84.99"
12359,4283698832488900129,RETAILER 6,STORE 13448,STORE TYPE 23,81505,"39.26,-108.62"
12360,4284016633095059034,RETAILER 4,STORE 32600,STORE TYPE 14,47715,"37.97,-87.48"
12361,4284137980498156444,RETAILER 4,STORE 29780,STORE TYPE 14,55014,"45.16,-93.13"
12362,4284371649780288442,RETAILER 1,STORE 17278,STORE TYPE 24,48621,"44.74,-84.01"
12363,4284454645844552799,RETAILER 1,STORE 20256,STORE TYPE 24,58237,"48.41,-97.40"
12364,4284601115113525922,RETAILER 1,STORE 33037,STORE TYPE 18,08103,"39.94,-75.11"
12365,4284605634437738825,RETAILER 4,STORE 14224,STORE TYPE 14,95834,"38.64,-121.52"
12366,4284950073573396891,RETAILER 1,STORE 13864,STORE TYPE 18,79070,"36.27,-100.79"
12367,4285441440239642564,RETAILER 4,STORE 15846,STORE TYPE 14,20782,"38.97,-76.97"
12368,4285793292144321830,RETAILER 1,STORE 15371,STORE TYPE 18,64138,"38.97,-94.47"
12369,4286158539113396807,RETAILER 1,STORE 05226,STORE TYPE 24,74563,"34.97,-95.07"
12370,4286251560760061060,RETAILER 6,STORE 17916,STORE TYPE 03,65810,"37.12,-93.31"
12371,4286536178481877236,RETAILER 1,STORE 12697,STORE TYPE 24,77049,"29.83,-95.15"
12372,4286641931344107575,RETAILER 1,STORE 25325,STORE TYPE 15,36207,"33.69,-85.72"
12373,4286721540381238923,RETAILER 1,STORE 25560,STORE TYPE 18,70125,"29.95,-90.10"
12374,4286895039161627043,RETAILER 7,STORE 27950,STORE TYPE 20,80465,"39.61,-105.21"
12375,4287247923681139083,RETAILER 1,STORE 03290,STORE TYPE 15,39364,"32.41,-88.49"
12376,4287553022163944939,RETAILER 1,STORE 33655,STORE TYPE 24,31631,"30.71,-82.77"
12377,4288430301027804395,RETAILER 6,STORE 18763,STORE TYPE 23,81416,"38.75,-108.14"
12378,4289303205535088359,RETAILER 1,STORE 21092,STORE TYPE 24,47987,"40.13,-87.23"
12379,4289754847054674432,RETAILER 6,STORE 32805,STORE TYPE 23,15701,"40.63,-79.15"
12380,4289831404302893400,RETAILER 6,STORE 10249,STORE TYPE 23,48706,"43.60,-83.95"
12381,4290046207634382871,RETAILER 4,STORE 18754,STORE TYPE 14,75075,"33.02,-96.74"
12382,4290193961013950494,RETAILER 1,STORE 27125,STORE TYPE 24,15558,"39.75,-79.11"
12383,4290456933299756555,RETAILER 7,STORE 24219,STORE TYPE 20,07601,"40.89,-74.05"
12384,4291510396734456977,RETAILER 6,STORE 14165,STORE TYPE 23,33809,"28.22,-81.97"
12385,4291744000395785079,RETAILER 1,STORE 21540,STORE TYPE 18,35010,"32.92,-85.94"
12386,4292523225495608618,RETAILER 7,STORE 20763,STORE TYPE 20,60164,"41.92,-87.90"
12387,4293073379183032551,RETAILER 1,STORE 31953,STORE TYPE 24,23065,"37.81,-77.93"
12388,4293296531144739792,RETAILER 1,STORE 04585,STORE TYPE 24,28575,"34.71,-76.88"
12389,4293846801924512119,RETAILER 6,STORE 01034,STORE TYPE 23,69101,"41.14,-100.80"
12390,4294723311256496903,RETAILER 1,STORE 29242,STORE TYPE 24,63362,"38.92,-90.87"
12391,4295311964408261515,RETAILER 1,STORE 07365,STORE TYPE 24,77336,"30.06,-95.10"
12392,4295399120101163755,RETAILER 1,STORE 04347,STORE TYPE 24,93219,"35.87,-119.28"
12393,4295465177875893176,RETAILER 6,STORE 19985,STORE TYPE 03,28658,"35.64,-81.24"
12394,4295825126139676301,RETAILER 1,STORE 24986,STORE TYPE 24,62305,"39.93,-91.34"
12395,4296119613128851261,RETAILER 1,STORE 04196,STORE TYPE 24,77578,"29.48,-95.36"
12396,4296554052643616712,RETAILER 1,STORE 30899,STORE TYPE 24,36530,"30.41,-87.56"
12397,4297010516017966723,RETAILER 1,STORE 33959,STORE TYPE 24,71203,"32.58,-92.02"
12398,4297048548276866432,RETAILER 6,STORE 16580,STORE TYPE 23,34114,"25.93,-81.54"
12399,4297206335259272155,RETAILER 1,STORE 07356,STORE TYPE 24,15025,"40.30,-79.92"
12400,4297319894967399619,RETAILER 6,STORE 27291,STORE TYPE 23,93036,"34.24,-119.18"
12401,4297755854950226734,RETAILER 1,STORE 21612,STORE TYPE 24,75604,"32.51,-94.82"
12402,4297760847600508419,RETAILER 1,STORE 11496,STORE TYPE 24,70041,"29.38,-89.59"
12403,4298016090393557754,RETAILER 6,STORE 16583,STORE TYPE 23,28425,"34.56,-77.90"
12404,4298324705098013837,RETAILER 6,STORE 29017,STORE TYPE 23,12524,"41.53,-73.89"
12405,4299027806563999885,RETAILER 1,STORE 04635,STORE TYPE 24,39466,"30.61,-89.82"
12406,4299117551808897506,RETAILER 6,STORE 18802,STORE TYPE 23,16125,"41.41,-80.37"
12407,4301221771951163789,RETAILER 7,STORE 33087,STORE TYPE 20,63385,"38.80,-90.86"
12408,4301436211437181779,RETAILER 7,STORE 27289,STORE TYPE 20,92128,"33.00,-117.07"
12409,4301874256494453578,RETAILER 6,STORE 33748,STORE TYPE 23,27949,"36.11,-75.76"
12410,4301929598844612620,RETAILER 1,STORE 33931,STORE TYPE 24,38004,"35.41,-89.76"
12411,4302073824059372184,RETAILER 7,STORE 02791,STORE TYPE 20,39532,"30.49,-88.97"
12412,4302141573360550614,RETAILER 7,STORE 29110,STORE TYPE 20,94601,"37.78,-122.22"
12413,4302448223337666964,RETAILER 6,STORE 04183,STORE TYPE 23,95620,"38.41,-121.76"
12414,4302469238229451670,RETAILER 1,STORE 01973,STORE TYPE 18,32931,"28.32,-80.62"
12415,4302471599894024863,RETAILER 1,STORE 31830,STORE TYPE 24,36276,"33.13,-85.57"
12416,4302886506818498049,RETAILER 6,STORE 17257,STORE TYPE 23,71350,"31.07,-92.07"
12417,4303657880111942426,RETAILER 1,STORE 14809,STORE TYPE 24,61080,"42.48,-88.98"
12418,4304149028452518701,RETAILER 1,STORE 31152,STORE TYPE 18,02904,"41.86,-71.44"
12419,4304149433914539796,RETAILER 7,STORE 16169,STORE TYPE 20,91355,"34.44,-118.68"
12420,4304335045332921926,RETAILER 1,STORE 04255,STORE TYPE 24,77707,"30.05,-94.17"
12421,4304942734535899309,RETAILER 5,STORE 31469,STORE TYPE 06,14610,"43.14,-77.55"
12422,4305068442822980724,RETAILER 1,STORE 33426,STORE TYPE 15,38618,"34.72,-89.94"
12423,4305310585863158621,RETAILER 1,STORE 31618,STORE TYPE 24,70458,"30.26,-89.79"
12424,4305313717068498392,RETAILER 6,STORE 27987,STORE TYPE 23,34210,"27.44,-82.63"
12425,4305554151155282065,RETAILER 1,STORE 09951,STORE TYPE 24,35023,"33.47,-87.09"
12426,4305669636929791606,RETAILER 1,STORE 32312,STORE TYPE 24,26351,"38.93,-80.84"
12427,4305854986926900295,RETAILER 1,STORE 29255,STORE TYPE 24,15338,"39.79,-80.00"
12428,4306257140019163436,RETAILER 1,STORE 15561,STORE TYPE 24,28152,"35.24,-81.60"
12429,4306537568390856237,RETAILER 7,STORE 32912,STORE TYPE 20,98030,"47.37,-122.20"
12430,4307060897529051760,RETAILER 1,STORE 10153,STORE TYPE 24,77372,"30.24,-95.16"
12431,4307108065485659338,RETAILER 1,STORE 29899,STORE TYPE 18,17772,"41.13,-76.71"
12432,4307739643980000612,RETAILER 1,STORE 26152,STORE TYPE 24,75501,"33.37,-94.14"
12433,4308198808941925052,RETAILER 1,STORE 27296,STORE TYPE 24,30528,"34.62,-83.79"
12434,4308870553281982432,RETAILER 4,STORE 19217,STORE TYPE 14,20155,"38.81,-77.62"
12435,4309260943158279441,RETAILER 1,STORE 27921,STORE TYPE 24,46741,"41.22,-84.95"
12436,4309483271525888678,RETAILER 6,STORE 30200,STORE TYPE 23,49938,"46.58,-90.13"
12437,4310381452797414043,RETAILER 1,STORE 26520,STORE TYPE 15,75956,"30.68,-93.98"
12438,4310528443246572566,RETAILER 1,STORE 17287,STORE TYPE 24,28472,"34.30,-78.69"
12439,4310533821542181995,RETAILER 1,STORE 19586,STORE TYPE 24,32086,"29.77,-81.31"
12440,4310714713394567538,RETAILER 1,STORE 01565,STORE TYPE 24,40175,"37.82,-86.09"
12441,4310898750569064476,RETAILER 7,STORE 06607,STORE TYPE 20,88310,"32.63,-106.07"
12442,4311460850707087901,RETAILER 1,STORE 10005,STORE TYPE 24,27801,"35.91,-77.73"
12443,4311886263337544326,RETAILER 1,STORE 08823,STORE TYPE 24,44608,"40.66,-81.59"
12444,4311999563259262469,RETAILER 1,STORE 12405,STORE TYPE 24,79762,"31.93,-102.36"
12445,4313084146417567690,RETAILER 1,STORE 05197,STORE TYPE 18,47620,"37.93,-87.91"
12446,4313092064395463261,RETAILER 1,STORE 15943,STORE TYPE 18,72833,"35.02,-93.47"
12447,4313564707981644100,RETAILER 4,STORE 19169,STORE TYPE 14,15601,"40.31,-79.53"
12448,4313950757211500583,RETAILER 6,STORE 23717,STORE TYPE 23,45005,"39.54,-84.30"
12449,4313987187573908801,RETAILER 7,STORE 17587,STORE TYPE 20,95403,"38.50,-122.75"
12450,4314036281076721934,RETAILER 1,STORE 30791,STORE TYPE 24,79706,"31.81,-102.00"
12451,4314215097161620026,RETAILER 1,STORE 02424,STORE TYPE 18,23320,"36.76,-76.21"
12452,4314332987063358149,RETAILER 1,STORE 09880,STORE TYPE 24,32703,"28.67,-81.55"
12453,4314462470878845565,RETAILER 1,STORE 13409,STORE TYPE 24,06351,"41.59,-71.95"
12454,4314690955329324744,RETAILER 1,STORE 16498,STORE TYPE 24,21811,"38.32,-75.22"
12455,4314834678847504540,RETAILER 1,STORE 12501,STORE TYPE 18,60073,"42.35,-88.11"
12456,4315373912235734021,RETAILER 1,STORE 03495,STORE TYPE 24,13815,"42.55,-75.53"
12457,4315492624585736350,RETAILER 1,STORE 11100,STORE TYPE 18,36572,"30.86,-88.06"
12458,4315594605033775440,RETAILER 1,STORE 34253,STORE TYPE 24,12871,"43.09,-73.61"
12459,4315743914664380852,RETAILER 1,STORE 01358,STORE TYPE 24,65202,"39.02,-92.30"
12460,4316060098316664642,RETAILER 1,STORE 24190,STORE TYPE 24,56464,"46.77,-95.12"
12461,4316615792398097873,RETAILER 1,STORE 20376,STORE TYPE 24,32424,"30.36,-85.08"
12462,4316784813207865138,RETAILER 6,STORE 06097,STORE TYPE 23,91770,"34.07,-118.08"
12463,4316813803455324852,RETAILER 7,STORE 23695,STORE TYPE 20,75040,"32.93,-96.62"
12464,4316952727292413825,RETAILER 7,STORE 04548,STORE TYPE 20,11706,"40.72,-73.25"
12465,4317226553754212049,RETAILER 4,STORE 01508,STORE TYPE 14,01757,"42.16,-71.52"
12466,4317311430203511715,RETAILER 6,STORE 17559,STORE TYPE 23,43160,"39.53,-83.44"
12467,4317399908528227404,RETAILER 6,STORE 03184,STORE TYPE 23,67211,"37.67,-97.32"
12468,4317783920592464066,RETAILER 6,STORE 32945,STORE TYPE 23,34711,"28.53,-81.75"
12469,4317990862086740197,RETAILER 4,STORE 20154,STORE TYPE 14,50009,"41.65,-93.46"
12470,4317997164741770777,RETAILER 6,STORE 06495,STORE TYPE 03,70817,"30.38,-90.98"
12471,4319216658073529582,RETAILER 1,STORE 14914,STORE TYPE 24,37615,"36.40,-82.46"
12472,4319888722635329954,RETAILER 1,STORE 06298,STORE TYPE 24,63775,"37.71,-89.88"
12473,4319890576168680296,RETAILER 7,STORE 09288,STORE TYPE 20,29483,"33.06,-80.18"
12474,4320052056744716642,RETAILER 6,STORE 27789,STORE TYPE 23,76028,"32.53,-97.31"
12475,4320887916536450215,RETAILER 6,STORE 32284,STORE TYPE 23,03801,"43.07,-70.81"
12476,4321015259161060502,RETAILER 1,STORE 17389,STORE TYPE 24,46994,"40.67,-86.25"
12477,4321051437050658719,RETAILER 6,STORE 10396,STORE TYPE 23,84003,"40.47,-111.68"
12478,4321065149913551826,RETAILER 6,STORE 14012,STORE TYPE 03,74012,"36.05,-95.81"
12479,4321374859682676110,RETAILER 1,STORE 18601,STORE TYPE 24,28779,"35.36,-83.21"
12480,4322244101575658065,RETAILER 1,STORE 25357,STORE TYPE 18,33319,"26.18,-80.23"
12481,4322624363556468125,RETAILER 6,STORE 16972,STORE TYPE 23,38506,"36.19,-85.43"
12482,4322670855660165777,RETAILER 7,STORE 22132,STORE TYPE 20,85365,"33.11,-114.13"
12483,4322861725931572590,RETAILER 1,STORE 06698,STORE TYPE 24,72031,"35.63,-92.53"
12484,4323694003611272979,RETAILER 6,STORE 15429,STORE TYPE 23,35803,"34.56,-86.52"
12485,4323724542229036025,RETAILER 1,STORE 20880,STORE TYPE 24,36542,"30.27,-87.75"
12486,4323826887678352731,RETAILER 6,STORE 18699,STORE TYPE 23,77007,"29.77,-95.41"
12487,4324015625211164378,RETAILER 6,STORE 00790,STORE TYPE 23,08816,"40.43,-74.42"
12488,4324144317246235879,RETAILER 6,STORE 31888,STORE TYPE 23,37122,"36.18,-86.49"
12489,4324226924379670417,RETAILER 1,STORE 30835,STORE TYPE 24,23829,"36.73,-77.22"
12490,4324341999406256753,RETAILER 1,STORE 03122,STORE TYPE 24,35811,"34.80,-86.51"
12491,4325076020686321442,RETAILER 1,STORE 14137,STORE TYPE 24,43102,"39.64,-82.76"
12492,4325299076685775850,RETAILER 7,STORE 21873,STORE TYPE 20,46254,"39.85,-86.27"
12493,4325570666223315376,RETAILER 6,STORE 30419,STORE TYPE 23,68130,"41.23,-96.20"
12494,4327394682393249534,RETAILER 1,STORE 03282,STORE TYPE 24,60636,"41.78,-87.67"
12495,4327810873096159990,RETAILER 6,STORE 17931,STORE TYPE 23,78654,"30.58,-98.21"
12496,4328351085320015674,RETAILER 1,STORE 23057,STORE TYPE 15,72006,"35.24,-91.36"
12497,4328446557931620523,RETAILER 1,STORE 10090,STORE TYPE 24,45640,"39.02,-82.66"
12498,4328532525788143800,RETAILER 1,STORE 22386,STORE TYPE 24,32177,"29.69,-81.71"
12499,4329229881524286517,RETAILER 1,STORE 02626,STORE TYPE 24,74435,"35.58,-95.09"
12500,4329659813825919639,RETAILER 7,STORE 18762,STORE TYPE 20,08731,"39.87,-74.26"
12501,4329950324814964787,RETAILER 1,STORE 11902,STORE TYPE 24,45769,"39.11,-82.05"
12502,4330224281310311392,RETAILER 1,STORE 12461,STORE TYPE 24,49420,"43.72,-86.28"
12503,4331116701657763737,RETAILER 1,STORE 01954,STORE TYPE 24,30605,"33.91,-83.32"
12504,4331751179741995345,RETAILER 1,STORE 03370,STORE TYPE 18,46107,"39.72,-86.09"
12505,4332831458934958815,RETAILER 1,STORE 09818,STORE TYPE 24,39350,"32.80,-89.13"
12506,4333460076983833411,RETAILER 6,STORE 26956,STORE TYPE 16,77486,"29.16,-95.69"
12507,4333846370039227651,RETAILER 1,STORE 09752,STORE TYPE 15,37138,"36.24,-86.61"
12508,4333878626504697337,RETAILER 6,STORE 11636,STORE TYPE 23,75156,"32.28,-96.11"
12509,4334759469900284563,RETAILER 1,STORE 10693,STORE TYPE 15,70444,"30.90,-90.49"
12510,4334803604089434344,RETAILER 7,STORE 19479,STORE TYPE 20,73127,"35.48,-97.65"
12511,4335947581796007902,RETAILER 6,STORE 03520,STORE TYPE 23,32819,"28.45,-81.47"
12512,4335993365813919821,RETAILER 1,STORE 34066,STORE TYPE 18,70578,"30.23,-92.26"
12513,4337148566571139422,RETAILER 7,STORE 17247,STORE TYPE 20,51106,"42.46,-96.31"
12514,4337222630301084657,RETAILER 1,STORE 33120,STORE TYPE 18,36604,"30.68,-88.07"
12515,4337924066251703166,RETAILER 1,STORE 14237,STORE TYPE 24,27320,"36.34,-79.66"
12516,4338698365829467291,RETAILER 1,STORE 34466,STORE TYPE 18,21234,"39.39,-76.53"
12517,4338804235896217353,RETAILER 1,STORE 14000,STORE TYPE 24,29128,"34.10,-80.53"
12518,4339015468444821147,RETAILER 1,STORE 09105,STORE TYPE 24,70648,"30.51,-92.89"
12519,4339358832373740027,RETAILER 1,STORE 15227,STORE TYPE 24,42728,"37.12,-85.29"
12520,4339398544877997983,RETAILER 6,STORE 33573,STORE TYPE 03,79904,"31.85,-106.45"
12521,4339588719589549450,RETAILER 6,STORE 10498,STORE TYPE 03,80915,"38.85,-104.72"
12522,4339617500718572817,RETAILER 4,STORE 10959,STORE TYPE 14,91362,"34.19,-118.82"
